Empresa;Acessos;Market Share;Ranking
3CS SERVICOS DE INFORMATICA LTDA - ME;580;1,47298972394116E-05;3.147
K J SANTOS - ME;579;1,47045008648608E-05;3.154
NOROESTECOM TELECOMUNICAÇÕES LTDA.;578;1,46791044903101E-05;3.155
DWNET BANDA LARGA COMUNICACAO MULTIMIDIA E INFORMATICA EIRELI;578;1,46791044903101E-05;3.155
SILVA POLTRONIERI & POLTRONIERI LTDA;577;1,46537081157594E-05;3.157
PC CONNECT TELECOM LTDA;577;1,46537081157594E-05;3.157
OCEANICA TELECOM LTDA;577;1,46537081157594E-05;3.157
MEGALINK SERVICO DE COMUNICACAO MULTIMIDIA SCM LTDA - ME;577;1,46537081157594E-05;3.157
CAIO RAMOS VIAL;576;1,46283117412087E-05;3.161
BERNARDES E VIANA LTDA;576;1,46283117412087E-05;3.161
A A FERREIRA EIRELI - ME;576;1,46283117412087E-05;3.161
ELEANDRO COSME DA SILVA;574;1,45775189921073E-05;3.164
PRADO TELECOM E SISTEMAS DE SEGURANCA ELETRONICA EIRELI - ME;573;1,45521226175566E-05;3.165
Lopes Servicos de Comunicacao Ltda;572;1,45267262430059E-05;3.166
IZAU ALVES LIMEIRA - ME;572;1,45267262430059E-05;3.166
GUTIERY E MARTINS LTDA. ME;572;1,45267262430059E-05;3.166
ELO MULTIMIDIA LTDA.;572;1,45267262430059E-05;3.166
GÊNESIS COMÉRCIO DE COMPUTADORES LTDA - ME;571;1,45013298684552E-05;3.170
BURDA COMERCIO E SERVICOS LTDA. - ME;571;1,45013298684552E-05;3.170
NETEL SERVICOS DE TELECOMUNICACOES LTDA;570;1,44759334939045E-05;3.172
MK NET TELLECOM EIRELI - ME;570;1,44759334939045E-05;3.172
LAN INTERNET TELECOM LTDA - ME;570;1,44759334939045E-05;3.172
JATONET TELECOM LTDA;570;1,44759334939045E-05;3.172
ASJ COMUNICACAO MULTIMIDIA LTDA;570;1,44759334939045E-05;3.172
TECH FIBERS TELECOM LTDA;569;1,44505371193537E-05;3.177
OAC INTERNET E INFORMATICA LTDA;569;1,44505371193537E-05;3.177
NET FIBRA MAIS LTDA;569;1,44505371193537E-05;3.177
MEDEIROS COMUNICACAO MULTIMIDIA LTDA;569;1,44505371193537E-05;3.177
ITABATA TELECOMUNICACOES LTDA - ME;569;1,44505371193537E-05;3.177
INTERLIGA TELECOMUNICACOES LTDA;569;1,44505371193537E-05;3.177
STAR NET TELECOMUNICAÇÕES LTDA;568;1,4425140744803E-05;3.183
PAULO HENRIQUE GUIMARAES PEREIRA;568;1,4425140744803E-05;3.183
NEWNET TELECOM LTDA;568;1,4425140744803E-05;3.183
B K A MENDES - ME;568;1,4425140744803E-05;3.183
ACITEL TELECOMUNICACOES LTDA - ME;568;1,4425140744803E-05;3.183
TELNET SERVICOS E COMERCIO EM INFORMATICA LTDA.  - ME;567;1,43997443702523E-05;3.188
SS TELECOMUNICACOES EIRELI;567;1,43997443702523E-05;3.188
R & A PROVEDOR DE INTERNET E COMERCIO LTDA;567;1,43997443702523E-05;3.188
LEANDRO DE SOUSA - ME;567;1,43997443702523E-05;3.188
VELOCITY SERVIÇOS DE COMUNICAÇÃO LTDA;566;1,43743479957016E-05;3.192
SAPEZAL SERVIÇOS DE TELECOMUNICAÇÕES LTDA;566;1,43743479957016E-05;3.192
ONLINE TELECOM.IP LTDA;566;1,43743479957016E-05;3.192
LAN TELECOM INTERNET BANDA LARGA LTDA;566;1,43743479957016E-05;3.192
D. S. DA COSTA;566;1,43743479957016E-05;3.192
PROVYNET TELECON LTDA;565;1,43489516211509E-05;3.197
GT CONECT CONSULTORIA E SERVICOS EIRELI;565;1,43489516211509E-05;3.197
JABES ANTONIO DA SILVA;564;1,43235552466002E-05;3.199
CONEXAO TELEMATICA LTDA;564;1,43235552466002E-05;3.199
BRASIL REDES COMUNICACOES LTDA - ME;564;1,43235552466002E-05;3.199
NOLVER INFORMATICA LTDA. - EPP;562;1,42727624974988E-05;3.202
INFOARCOS TELECOM EIRELI - ME;562;1,42727624974988E-05;3.202
EDRELIX SERVICOS, COMUNICACAO E CONSTRUCAO EIRELI;562;1,42727624974988E-05;3.202
ADES ALMEIDA FERNANDES - ME;562;1,42727624974988E-05;3.202
LUIZ CARLOS O GALDINO;561;1,42473661229481E-05;3.206
DIGINET INFORMÁTICA BAHIA LTDA - ME;561;1,42473661229481E-05;3.206
SOS REDES TECNOLOGIA E INOVACAO LTDA.;560;1,42219697483974E-05;3.208
LIZIANE FERNANDES MATTOS DA SILVA - ME;560;1,42219697483974E-05;3.208
GTXNET PROVEDOR DE INTERNET LTDA;560;1,42219697483974E-05;3.208
A C DA S GOMES & CIA LTDA - EPP;560;1,42219697483974E-05;3.208
NETFLESH TELECOMUNICACOES E COMERCIO DE PRODUTOS DE INFORMATICA LTDA - ME;559;1,41965733738467E-05;3.212
CONSULT TELECOM PROVEDOR LTDA;559;1,41965733738467E-05;3.212
BEATRIZ ALVES ANDRADE DA CRUZ MULTIMIDIA;559;1,41965733738467E-05;3.212
WILSON BARBOSA COMUNICACOES - ME;558;1,41711769992959E-05;3.215
WEBFOR TELECOMUNICACOES LTDA - ME;558;1,41711769992959E-05;3.215
VITORIA EULALIA DE ALMEIDA VERATI EIRELI;558;1,41711769992959E-05;3.215
SETE MEIA TELECOMUNICACOES LTDA;558;1,41711769992959E-05;3.215
SERGIPE WEB PROVEDORES DE INTERNET LTDA - ME;558;1,41711769992959E-05;3.215
NEXT TELECOMUNICAÇÕES DO BRASIL LTDA - ME;558;1,41711769992959E-05;3.215
FOXNET SISTEMA DE CONECTIVIDADE LTDA - ME;557;1,41457806247452E-05;3.221
G+ NETWORK  TELECOM EIRELI - ME;556;1,41203842501945E-05;3.222
WEBNET TELECOMUNICACOES LTDA - ME;555;1,40949878756438E-05;3.223
JAIRO DE OLIVEIRA SILVA - ME;555;1,40949878756438E-05;3.223
ELIAS DE SOUZA ANDRADE;555;1,40949878756438E-05;3.223
ANTONIO DE A RODRIGUES;555;1,40949878756438E-05;3.223
PORTAL.COM SERVICOS DE TELECOMUNICACOES E INFORMATICA EIRELI - ME;554;1,40695915010931E-05;3.227
OPTA INTERNET VIA FIBRA LTDA;554;1,40695915010931E-05;3.227
SPEEDNET TELECOM SERVIÇOS LTDA - ME;553;1,40441951265424E-05;3.229
M & G TELECON LTDA;553;1,40441951265424E-05;3.229
JOSE ANDERSON DE OLIVEIRA SILVA;553;1,40441951265424E-05;3.229
F M B BANDA LARGA SERVICOS DE TELECOMUNICACOES LTDA;553;1,40441951265424E-05;3.229
DANNYEL FERREIRA E SILVA;553;1,40441951265424E-05;3.229
ON NET FIBRA OPTICA LTDA;552;1,40187987519917E-05;3.234
D. L. SPOHR & CIA LTDA -ME;552;1,40187987519917E-05;3.234
LINK SPEED PROVEDOR DE INTERNET LTDA;551;1,3993402377441E-05;3.236
JULIO CESAR BATISTA DE OLIVEIRA ME;551;1,3993402377441E-05;3.236
IMF BRASIL TELECOMUNICACOES LTDA;551;1,3993402377441E-05;3.236
EJW TELECOMUNICAÇÕES LTDA;551;1,3993402377441E-05;3.236
A.F. VIANA DE OLIVEIRA PROVERDORES - ME;551;1,3993402377441E-05;3.236
TI-PIRA DIGITAL SERVICOS DE COMUNICACAO LTDA;550;1,39680060028903E-05;3.241
REGINALDO FIRMO MARTINS JUNIOR;550;1,39680060028903E-05;3.241
M. M. SERVICOS DE INFORMATICAS LTDA - ME;550;1,39680060028903E-05;3.241
LANCE TELECOMUNICACOES E TECNOLOGIA DA INFORMACAO LTDA;550;1,39680060028903E-05;3.241
IDM PROVEDOR DE INTERNET EIRELI;550;1,39680060028903E-05;3.241
AECIO MACARIO DOS SANTOS ME;550;1,39680060028903E-05;3.241
EMITEL - EMPRESA DE INFORMATICA E TELECOMUNICACOES LTDA;549;1,39426096283396E-05;3.247
DJG PROVEDOR E SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;549;1,39426096283396E-05;3.247
ACQUA TELECOMUNICACOES LTDA;549;1,39426096283396E-05;3.247
Tellmax Eireli;548;1,39172132537888E-05;3.250
LIMA & LIMA SERVICOS DE INFORMATICA LTDA;548;1,39172132537888E-05;3.250
LEANDRO APARECIDO MARTINS;548;1,39172132537888E-05;3.250
JULIO ANDRE DE LIMA TECNOLOGIA - ME;548;1,39172132537888E-05;3.250
GEORGE IZUI;548;1,39172132537888E-05;3.250
CARBON SERVICOS DE INTERNET LTDA;548;1,39172132537888E-05;3.250
TEREZINHA MATOS SA - ME;547;1,38918168792381E-05;3.256
SINAL BR TELECOM LTDA;547;1,38918168792381E-05;3.256
LUCIANO CORREA DE LACERDA;547;1,38918168792381E-05;3.256
EW BORBA SERVICOS DE COMUNICACOES LTDA;547;1,38918168792381E-05;3.256
REDE & INFORMATICA LTDA;546;1,38664205046874E-05;3.260
IVONELLY A BEZERRA DA SILVA - ME;546;1,38664205046874E-05;3.260
ALEF NATAN DE SOUZA RIOS;546;1,38664205046874E-05;3.260
SOUNET SERVICOS DE INTERNET E COMUNICACAO LTDA;545;1,38410241301367E-05;3.263
SEBASTIANA NUNES DOS SANTOS - ME;545;1,38410241301367E-05;3.263
PAULO ROBERTO SENNA DIAS INFORMÁTICA - ME;545;1,38410241301367E-05;3.263
HOME FIBRA TELECOM - EIRELI;545;1,38410241301367E-05;3.263
WIMAXNET LTDA;544;1,3815627755586E-05;3.267
LLJ TELECOM LTDA - ME;544;1,3815627755586E-05;3.267
ARI DE FREITAS CAMARGO - MULTIMIDIA. - ME;544;1,3815627755586E-05;3.267
VN TELECOM LTDA;543;1,37902313810353E-05;3.270
SMNET INFORMATICA E TELECOMUNICACOES LTDA;543;1,37902313810353E-05;3.270
SIMPLE SERVICES TECNOLOGIA LTDA;543;1,37902313810353E-05;3.270
J DOUGLAS DOS SANTOS INTERNET;543;1,37902313810353E-05;3.270
FREDERICO GONCALVES DA SILVA;543;1,37902313810353E-05;3.270
Alberico Souza Santos;543;1,37902313810353E-05;3.270
A CHAVES DOS SANTOS COMERCIO - ME;543;1,37902313810353E-05;3.270
STONE NET LTDA;542;1,37648350064846E-05;3.277
R. DA SILVA PAULA - ME;542;1,37648350064846E-05;3.277
MATHEUS MOTA TORRES EIRELI;542;1,37648350064846E-05;3.277
3 M DE MAGE INFORMATICA LTDA - ME;542;1,37648350064846E-05;3.277
UFO TELECOM COMUNICACAO DE MULTIMIDIA EIRELI;541;1,37394386319339E-05;3.281
RUFINOS TECNOLOGIA DA INFORMACAO LTDA;541;1,37394386319339E-05;3.281
Prissma Tecnologia e Telecom Ltda;541;1,37394386319339E-05;3.281
IRAPID INFORMATICA LTDA - ME;541;1,37394386319339E-05;3.281
G. M. X. TELECOMUNICAÇÕES LTDA;541;1,37394386319339E-05;3.281
BEEON TELECOM LTDA;541;1,37394386319339E-05;3.281
TECHNET DE IPIRA LTDA - ME;540;1,37140422573832E-05;3.287
MGNETT - TELECOMUNICACOES LTDA;540;1,37140422573832E-05;3.287
Maxxlink Telecomunicacoes Ltda;540;1,37140422573832E-05;3.287
RICARDO GRASSI SACRAMENTO ME;539;1,36886458828325E-05;3.290
L BARTH INTERNET - ME.;539;1,36886458828325E-05;3.290
GKG NET TELECON LTDA;539;1,36886458828325E-05;3.290
PW FIBRA OPTICA TELECOMUNICACOES EIRELI;538;1,36632495082817E-05;3.293
Flavio Rodrigo Bernardi;538;1,36632495082817E-05;3.293
CD ONE CORPORATION DO BRASIL LTDA;538;1,36632495082817E-05;3.293
RADIO LINK NET INFORMATICA LTDA;537;1,3637853133731E-05;3.296
MARICELIA ALVES DE OLIVEIRA SONIAO;537;1,3637853133731E-05;3.296
EMPRESA GOIANA DE PROVEDOR EIRELI;537;1,3637853133731E-05;3.296
A ALBANES GARCIA TECNOLOGIA LTDA - ME;537;1,3637853133731E-05;3.296
Talknet Servicos de Acesso A Internet Ltda;536;1,36124567591803E-05;3.300
SHAREWEB TELEINFORMÁTICA LTDA;536;1,36124567591803E-05;3.300
MICROLINK INFORMATICA COMERCIO E SERVICO LTDA ME;536;1,36124567591803E-05;3.300
JOSE WILLIAN DOS SANTOS PEREIRA;536;1,36124567591803E-05;3.300
SDMNET INFORMATICA LTDA - ME;534;1,35616640100789E-05;3.304
DILEI FRANCISCO COLOMBI - ME;534;1,35616640100789E-05;3.304
WHD COMUNICACAO EM FIBRA OTICA LTDA;533;1,35362676355282E-05;3.306
J Nunes Cabral;533;1,35362676355282E-05;3.306
EDSON RABELLO BAIA;533;1,35362676355282E-05;3.306
FACILITUDE SERVICOS DE COMUNICACAO LTDA;532;1,35108712609775E-05;3.309
VIP NETWORK TELECOMUNICACOES LTDA;531;1,34854748864268E-05;3.310
HIPER NETWORK EIRELI - ME;531;1,34854748864268E-05;3.310
DINASOFT DESIGN GRAFICO E SISTEMAS DE INFORMATICA LTDA - ME;531;1,34854748864268E-05;3.310
Z2 NET LTDA;530;1,34600785118761E-05;3.313
G. W. DA SILVA - INFORMÁTICA - ME;530;1,34600785118761E-05;3.313
MUNDIAL CENTRAL DE COMERCIO E SERVICOS EIRELI;529;1,34346821373254E-05;3.315
FIBRA MAR SOLUCOES EM TELECOMUNICACOES LTDA;529;1,34346821373254E-05;3.315
SPOTNET TELECOMUNICACOES LTDA;528;1,34092857627747E-05;3.317
GR BUENO NET FIBRA SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI;528;1,34092857627747E-05;3.317
GILBERTO MENDES DE OLIVEIRA;528;1,34092857627747E-05;3.317
EGHERT INFORMATICA LTDA ME;528;1,34092857627747E-05;3.317
TIAGO OLIVEIRA DE SOUSA PROVEDOR DE INTERNET - ME;527;1,33838893882239E-05;3.321
SPNET PROVEDORES LTDA;527;1,33838893882239E-05;3.321
RAUL GONCALO LEITE;527;1,33838893882239E-05;3.321
N.F.F. NETWORK SERVICOS DE TELECOMUNICACOES EIRELI;526;1,33584930136732E-05;3.324
ACIVAL DANTAS ANDRADE EIRELI;526;1,33584930136732E-05;3.324
PIONEIRA COMUNICAÇÃO MULTIMIDIA LTDA - ME;525;1,33330966391225E-05;3.326
M.J.E PROVEDOR DE INTERNET LTDA;525;1,33330966391225E-05;3.326
IVANILDO MENEZES DE CARVALHO - ME;525;1,33330966391225E-05;3.326
DNS TELECOMUNICACOES E SOLUCOES EM INFORMATICA EIRELI - ME;525;1,33330966391225E-05;3.326
BUENOS NET TECNOLOGIA LTDA - ME;525;1,33330966391225E-05;3.326
NETCOL SERVIÇO DE PROVEDORES DE ACESSO LTDA;524;1,33077002645718E-05;3.331
SGPIEDADENET - PROVEDOR DE INTERNET LTDA - ME;523;1,32823038900211E-05;3.332
Netlinkpe.info Ltda;523;1,32823038900211E-05;3.332
J. F. FERREIRA SERVICOS DE INFORMATICA;523;1,32823038900211E-05;3.332
INFOTECH SERVICOS DE TELECOMUNICACOES - EIRELI;523;1,32823038900211E-05;3.332
GOLDWEB BARRETOS SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;523;1,32823038900211E-05;3.332
LARISSA OLIVEIRA DE BRITO;522;1,32569075154704E-05;3.337
INTERVALE INFORMATICA LTDA;522;1,32569075154704E-05;3.337
FAST CONNECTION TELECOMUNICACOES LTDA - ME;521;1,32315111409197E-05;3.339
NIANET COMERCIO E SERVICOS DE INFORMATICA EIRELI;520;1,3206114766369E-05;3.340
FIBRA ON SOLUCOES LTDA;520;1,3206114766369E-05;3.340
AOKI, ALMINO E SANTOS LTDA - ME;520;1,3206114766369E-05;3.340
LEHMKUHLL & ANTONELLI LTDA;519;1,31807183918183E-05;3.343
L.G. BENATO - INFORMATICA - ME;519;1,31807183918183E-05;3.343
FOX CONNECT SERVICOS DE COMUNICACAO MULTIMIDIA LTDA;519;1,31807183918183E-05;3.343
FIRENET SERVICOS DE TELECOMUNICACOES LTDA;519;1,31807183918183E-05;3.343
ARPA TELECOM EIRELI;519;1,31807183918183E-05;3.343
14TELECOM LTDA;519;1,31807183918183E-05;3.343
SUPRIFIBRA SOLUCOES TECNOLOGICA LTDA;518;1,31553220172676E-05;3.349
SILVANA CARLA PEREIRA DA SILVA;518;1,31553220172676E-05;3.349
CONECTA SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI;518;1,31553220172676E-05;3.349
M. L. J. DANTAS - ME;517;1,31299256427168E-05;3.352
C J CHRIST EIRELI;517;1,31299256427168E-05;3.352
ALCIDES JOSE DE OLIVEIRA INFORMATICA;517;1,31299256427168E-05;3.352
STREET NET COMERCIO E SOLUCOES TECNOLOGICAS LTDA - ME;516;1,31045292681661E-05;3.355
MLG. TELECOM LTDA;516;1,31045292681661E-05;3.355
EMERSON NUNES DA SILVA;516;1,31045292681661E-05;3.355
E2 NETWORK TELECOM BRASIL LTDA - ME;516;1,31045292681661E-05;3.355
ARPRONET TELECOMUNICAÇÕES LTDA-ME;516;1,31045292681661E-05;3.355
WASEM TELECOMUNICACAO EIRELI - ME;514;1,30537365190647E-05;3.360
MDA TELECOMUNICACOES LTDA;514;1,30537365190647E-05;3.360
WI  MAX  INTERNET  LTDA - ME;513;1,3028340144514E-05;3.362
JOAO JOAQUIM AMANCIO FILHO;513;1,3028340144514E-05;3.362
LUIZ WILKER PEREIRA SANTOS;512;1,30029437699633E-05;3.364
FAMATEL TELECOMUNICAÇÕES LTDA ME;512;1,30029437699633E-05;3.364
SUSTENTA TELECOMUNICAÇOES LTDA;511;1,29775473954126E-05;3.366
SOLUTIONS TELECOM PROVEDOR DE INTERNET LTDA - ME;511;1,29775473954126E-05;3.366
SERGIO PEREIRA DE SOUSA - ME;511;1,29775473954126E-05;3.366
QUALITY TELECOM SERVIÇOS DE COMUNICAÇAO LTDA - EPP;511;1,29775473954126E-05;3.366
MARCIO GUSTAVO PLACIDO DE ANDRADE SILVA - ME;511;1,29775473954126E-05;3.366
FUTURA ONLINE INFORMÁTICA LTDA - ME;511;1,29775473954126E-05;3.366
XIS 5 INTERNET FIBRA LTDA;510;1,29521510208619E-05;3.372
PAULO MARQUES DE ARAUJO;510;1,29521510208619E-05;3.372
NAVEGMAIS TELECOM E INFORMATICA LTDA - ME;510;1,29521510208619E-05;3.372
EDILSON M DE ARAUJO - ME;510;1,29521510208619E-05;3.372
CR NET TELECOMUNICAÇÕES LTDA;510;1,29521510208619E-05;3.372
CONNECT TELECOMUNICACOES FIBRA OPTICA LTDA;510;1,29521510208619E-05;3.372
LOPES & TINOCO LTDA - ME;509;1,29267546463112E-05;3.378
EVALDO S CARVALHO INTERNET LTDA;509;1,29267546463112E-05;3.378
EDERSON BORGES CAMPOS;509;1,29267546463112E-05;3.378
ORIA ELIZA HUGO CARRASCO - ME;508;1,29013582717605E-05;3.381
ALVARO REBOUCAS COELHO;508;1,29013582717605E-05;3.381
WORK 349 INTERNET PROVEDORES LTDA - ME;507;1,28759618972098E-05;3.383
FIBRA MAR TELECOMUNICAÇÕES LTDA;507;1,28759618972098E-05;3.383
PISP TECNOLOGIA EIRELI ME;506;1,2850565522659E-05;3.385
LIGNET SERVICOS DE COMUNICACAO MULTIMIDIA EIRELI;506;1,2850565522659E-05;3.385
IPCONNECT SERVICOS DE COMUNICACAO DE MULTIMIDIA - SCM LTDA;506;1,2850565522659E-05;3.385
IFAST - SOLUCOES EM INTERNET EIRELI;506;1,2850565522659E-05;3.385
FRANCISCO VIEIRA MORAIS;506;1,2850565522659E-05;3.385
CARRENHO E PELEGRINO LTDA-ME;506;1,2850565522659E-05;3.385
R. K. PROVEDOR DE INTERNET LTDA;505;1,28251691481083E-05;3.391
NEWTON CARLOS FABIO DA SILVA;505;1,28251691481083E-05;3.391
MR7 TELECOM LTDA  - ME;505;1,28251691481083E-05;3.391
GIGABYTE NETWORK COMERCIO E SERVIÇOS EIRELI - EPP;505;1,28251691481083E-05;3.391
F. C. C. CASTRO PROVEDOR DE INTERNET;505;1,28251691481083E-05;3.391
ENTRE RIOS SERVI OS DE INFORM TICA LTDA  - ME;505;1,28251691481083E-05;3.391
Bento Rabelo e Avelino dos Anjos Ltda;505;1,28251691481083E-05;3.391
L N de Campos;504;1,27997727735576E-05;3.398
DOMINIO TELECOM LTDA;504;1,27997727735576E-05;3.398
VENTO SUL COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;503;1,27743763990069E-05;3.400
UN TELECOMUNICAÇÕES LTDA - ME;503;1,27743763990069E-05;3.400
PROVIDER SOLUTION INTERNET & TELECOM LTDA - ME;503;1,27743763990069E-05;3.400
NAVEGANET COMERCIO E SERVICOS EIRELI;503;1,27743763990069E-05;3.400
MURILLO J. ALTEIA;503;1,27743763990069E-05;3.400
MAYARA ALVES DA SILVA E SILVA;503;1,27743763990069E-05;3.400
MACEIO NET LTDA;503;1,27743763990069E-05;3.400
LUCELY MARCELINO AQUINO PEREIRA TELECOM;503;1,27743763990069E-05;3.400
L L AUTOMAÇÃO E TELECOMUNICAÇÕES LTDA - ME;503;1,27743763990069E-05;3.400
E B FERREIRA JUNIOR TELECOMUNICACOES;503;1,27743763990069E-05;3.400
SPEEDNET LTDA - EPP;502;1,27489800244562E-05;3.410
ROLDAO E LELES TELECOMUNICAÇÕES LTDA;502;1,27489800244562E-05;3.410
QIX TELECOMUNICACAO LTDA;502;1,27489800244562E-05;3.410
NET X PROVEDOR DE INTERNET LTDA - ME;502;1,27489800244562E-05;3.410
JOSE MARIA SOARES RAMOS;502;1,27489800244562E-05;3.410
G G TECNOLOGIA DE INFORMACAO LTDA;502;1,27489800244562E-05;3.410
EMPRESA COCAIENSE DE TELECOMUNICACAO LTDA;502;1,27489800244562E-05;3.410
JONATES MICHAEL DE MACEDO - ME;501;1,27235836499055E-05;3.417
GILBERTO JERONIMO DA SILVA - ME;501;1,27235836499055E-05;3.417
COMERCIAL CONECTE SEM FIO LTDA - ME;501;1,27235836499055E-05;3.417
CLEUNICE ZIANI CALEGARE - ME;501;1,27235836499055E-05;3.417
OK ITAOCARA PROVEDOR INTERNET LTDA - ME;500;1,26981872753548E-05;3.421
MARCELO DE OLIVEIRA SANTANA COMUNICAÇÕES - ME;500;1,26981872753548E-05;3.421
MANUELA SILVA ALVES LIMA - ME;500;1,26981872753548E-05;3.421
MACAPA  TELECOM LTDA  - ME;500;1,26981872753548E-05;3.421
LUIZ HENRIQUE MARTINS TAVARES;500;1,26981872753548E-05;3.421
JEAN CARLOS DE ALMEIDA - ME;500;1,26981872753548E-05;3.421
JCN  COMUNICAÇÕES  E INFORMÁTICA  LTDA  ME;500;1,26981872753548E-05;3.421
JAIRO ALMEIDA DA SILVA - ME;500;1,26981872753548E-05;3.421
J.VIEIIRA DE LUCENA - ME;500;1,26981872753548E-05;3.421
H NET SERVIÇOS DE COMUNICAÇÃO E TECNOLOGIA LTDA;500;1,26981872753548E-05;3.421
FIBRANET PENTECOSTE SERVICOS DE REDES E TELECOMUNICACAO LTDA;500;1,26981872753548E-05;3.421
FABIANE SANTOS DE CARVALHO;500;1,26981872753548E-05;3.421
EVOLUCAO TELECOM LTDA;500;1,26981872753548E-05;3.421
EVERTON MOTA - ME;500;1,26981872753548E-05;3.421
EDUARDO RAFAEL CARVALHO DE MESSIAS;500;1,26981872753548E-05;3.421
BRUNO RODRIGUES TEIXEIRA - ME;500;1,26981872753548E-05;3.421
AUGUSTO CESAR PEREIRA BRASILIANO DA SILVA;500;1,26981872753548E-05;3.421
ANTONIO CARLOS RODRIGUES DO NASCIMENTO - ME;500;1,26981872753548E-05;3.421
AN NET TELECON EIRELI;500;1,26981872753548E-05;3.421
ALIANCA LINK PROVEDOR DE INTERNET LTDA;500;1,26981872753548E-05;3.421
WEB AIR INTERNET EIRELI - ME;499;1,26727909008041E-05;3.441
NEWTON CESAR JATOBA CORREIA;499;1,26727909008041E-05;3.441
NETFOLHA PROVEDOR DE INTERNET LTDA ME;499;1,26727909008041E-05;3.441
FPJ COMUNICAÇÕES LTDA ME;499;1,26727909008041E-05;3.441
FLL - SERVICOS DE COMUNICACAO LTDA;499;1,26727909008041E-05;3.441
EDUARDO CANDIDO DA SILVA;499;1,26727909008041E-05;3.441
VIRLLEN ARAUJO OST EIRELI - ME;498;1,26473945262534E-05;3.447
MARIA LUCIA DE BARROS VIEIRA ME;498;1,26473945262534E-05;3.447
Ar Telecom Ltda;498;1,26473945262534E-05;3.447
PLENITUDE, SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - EIRELI;497;1,26219981517027E-05;3.450
M.K. TELECOMUNICAÇÕES LTDA - ME;497;1,26219981517027E-05;3.450
JARINU NETWORK TELECOMUNICACAO LTDA;497;1,26219981517027E-05;3.450
FRANCISCO ALVES NOGUEIRA;497;1,26219981517027E-05;3.450
DAYVANTEC LTDA - ME;497;1,26219981517027E-05;3.450
D. N. B. R. TELECOMUNICAÇÕES - EIRELI;497;1,26219981517027E-05;3.450
WOUL TELECOMUNICACOES LTDA. - ME;496;1,25966017771519E-05;3.456
ORBE TELECOM COM. SERVICOS EM TELECOMUNICACOES LTDA;496;1,25966017771519E-05;3.456
OLV BRASIL COMERCIO E SERVICOS - EIRELI - ME;496;1,25966017771519E-05;3.456
NCI NET WORK PROVEDOR DE INTERNET EIRELI-ME;496;1,25966017771519E-05;3.456
N.F.T.J. PROVEDOR DE INTERNET EIRELI;496;1,25966017771519E-05;3.456
JOY TELECOMUNICACOES LTDA;496;1,25966017771519E-05;3.456
INET SERVICOS DE TELECOMUNICACOES LTDA;496;1,25966017771519E-05;3.456
ESTACAONET TELECOM SERVICOS E COMERCIO LTDA;496;1,25966017771519E-05;3.456
EDER T MARTINS - ME;496;1,25966017771519E-05;3.456
LL TELECOMUNICACOES EIRELI;495;1,25712054026012E-05;3.465
FIBER GIGA PROVEDORES DE INTERNET LTDA;495;1,25712054026012E-05;3.465
VIDA TELECON PROVEDOR DE ACESSO A INTERNET LTDA - ME;494;1,25458090280505E-05;3.467
THAYSE PEREIRA BATISTA DE MELO EIRELI;494;1,25458090280505E-05;3.467
SYNDIGITAL TELECOMUNICAÇÕES LTDA - ME;494;1,25458090280505E-05;3.467
ROSEANE DA SILVA SOARES PORSIDONIO;494;1,25458090280505E-05;3.467
K C C MATIAS - ME;494;1,25458090280505E-05;3.467
J A G CARNEIRO - ME;494;1,25458090280505E-05;3.467
DAMARIS FIGUEREDO ANTUNES & CIA LTDA - ME;494;1,25458090280505E-05;3.467
POWER NET TELECOMUNICACOES EIRELI;492;1,24950162789491E-05;3.474
MIGUEL AFONSO MARTINS JUNIOR LTDA;491;1,24696199043984E-05;3.475
KMM TELECOM LTDA;491;1,24696199043984E-05;3.475
WAVE CONNECT TELECOMUNICAÇOES LTDA;490;1,24442235298477E-05;3.477
SGV SERVICOS DE TI E TELECOM LTDA  - ME;490;1,24442235298477E-05;3.477
NAVEGADOR INTERNET LTDA;490;1,24442235298477E-05;3.477
MIYATA & MATSUSHITA LTDA - ME;490;1,24442235298477E-05;3.477
MITAS - INTERNET BANDA LARGA LTDA;490;1,24442235298477E-05;3.477
LINK INTERNET FIBRA OTICA LTDA;490;1,24442235298477E-05;3.477
JAICOS TELECOM LTDA;490;1,24442235298477E-05;3.477
GPT - GLOBAL PAICANDU TELECOM EIRELI;490;1,24442235298477E-05;3.477
ANTONIO C. C. DOS SANTOS;490;1,24442235298477E-05;3.477
SIAT TELECOM INTERNET DEDICADA LTDA - ME;489;1,2418827155297E-05;3.486
RS Sul Telecomunicacoes Ltda.;489;1,2418827155297E-05;3.486
MORAES E SILVA LTDA;489;1,2418827155297E-05;3.486
VIPFIBER TELECOM LTDA;488;1,23934307807463E-05;3.489
E.M.FERNANDES EIRELI;488;1,23934307807463E-05;3.489
CLAUDIO N. DA SILVA;488;1,23934307807463E-05;3.489
BITNET PROVEDOR DE INTERNET & TELECOMUNICACOES EIRELI;488;1,23934307807463E-05;3.489
